mass_A
t	y	x
0.0	36.03420215640544	-14.032756752337598
0.03333333333333303	36.73093419526978	-8.633083451138944
0.06666666666666651	36.73093419526978	-4.801057237385066
0.09999999999999955	35.68583613697328	0.42443305409749144
0.13333333333333303	34.11818904952851	4.430642277567472
0.16666666666666652	31.853809923219394	7.914302471889172
0.19999999999999954	29.06688176776203	11.049596646778696
0.23333333333333348	26.454136622020748	14.359073831384322
0.2666666666666665	22.62211040826687	16.623452957693445
0.29999999999999954	19.660999243093414	18.016917035422125
0.33333333333333304	16.177339048771714	19.236198103434717
0.36666666666666653	12.867861864166088	19.93293014229907
0.4	9.73256768927655	19.93293014229907
0.433333333333333	6.9456395338191825	19.93293014229907
0.46666666666666606	3.113613320065312	18.53946606457039
0.5	1.0234172034722775	17.494368006273874
0.533333333333333	-0.7184128936885728	15.229988879964765
0.5666666666666665	-2.808609010281593	13.488158782803893
0.6	-4.027890078294192	11.223779656494798
0.6333333333333331	-4.724622117158532	8.785217520469601
0.6666666666666665	-5.2471711463067905	6.6950214038765665
0.6999999999999995	-5.595537165738968	4.779008296999635
0.7333333333333335	-5.595537165738968	3.211361209554866
0.7666666666666665	-5.421354156022879	1.1211650929618315
0.7999999999999996	-4.55043910744245	-0.6206650041990116
0.833333333333333	-3.505341049145933	-2.014129081927692
0.8666666666666665	-2.2860599811333344	-2.5366781110759575
0.9	-0.8925959034046542	-3.755959179088549
0.933333333333333	0.3266851646079374	-3.9301421888046377
0.966666666666666	2.0685152617687947	-4.278508208236815
1.0	3.2877963297813935	-3.9301421888046377
1.033333333333333	4.855443417226162	-3.581776169372475
1.0666666666666664	5.900541475522672	-2.8850441305081347
1.0999999999999996	6.5972735143870125	-2.014129081927692
1.1333333333333326	7.816554582399611	-0.6206650041990116
1.166666666666667	8.164920601831781	0.7727990735296686
1.2000000000000004	8.513286621263951	1.9920801415422744
1.2333333333333334	8.513286621263951	3.559727228987029
1.2666666666666666	8.164920601831781	5.475740335863975
1.2999999999999996	7.294005553251353	6.6950214038765665
1.3333333333333326	6.5972735143870125	7.740119462173084
1.3666666666666665	5.203809436658332	9.481949559333941
1.4000000000000004	3.6361623492135564	10.701230627346533
1.4333333333333336	2.4168812812009577	11.049596646778696
1.4666666666666666	0.15250215489185592	11.397962666210887
1.4999999999999996	-1.4151449325529128	11.74632868564305
1.5333333333333334	-3.679524058862029	11.572145675926961
1.5666666666666664	-5.769720175455049	11.049596646778696
1.5999999999999996	-7.685733282331981	10.35286460791437
1.6333333333333326	-9.25338036977675	9.133583539901778
1.6666666666666665	-11.343576486369784	7.914302471889172
1.7000000000000004	-12.911223573814553	5.6499233455800635
1.7333333333333334	-13.782138622394982	3.7339102387031176
1.7666666666666666	-15.175602700123662	1.29534810267792
1.7999999999999996	-15.698151729271913	-1.1432140333472773
1.8333333333333326	-15.698151729271913	-4.278508208236815
1.8666666666666665	-15.523968719555839	-6.368704324829835
1.9000000000000004	-15.001419690407573	-9.329815490003298
1.9333333333333336	-13.95632163211107	-11.94256063574457
1.9666666666666666	-12.737040564098464	-14.555305781485849
1.9999999999999996	-11.169393476653696	-16.645501898078876
2.0333333333333337	-8.90501435034458	-19.432430053536244
2.0666666666666664	-6.814818233751559	-21.1742601506971
2.0999999999999996	-4.2020730880102874	-22.741907238141863
2.1333333333333324	-1.2409619228368314	-23.96118830615446
2.1666666666666665	1.7201492423366176	-24.83210335473489
2.2000000000000006	5.029626426942251	-25.18046937416706
2.2333333333333334	7.816554582399611	-25.18046937416706
2.2666666666666666	11.82276380586957	-24.83210335473489
2.2999999999999994	15.132240990475196	-23.96118830615446
2.3333333333333326	18.093352155648645	-22.56772422842578
2.3666666666666667	20.88028031110602	-20.477528111832747
2.4000000000000004	23.144659437415125	-17.864782966091475
2.4333333333333336	25.93158759287249	-16.122952868930618
2.4666666666666663	28.1959667191816	-12.987658694041087
2.4999999999999996	29.58943079691029	-9.503998499719373
2.5333333333333337	30.80871186492288	-5.846155295681584
2.5666666666666664	31.33126089407114	-2.710861120792032
2.5999999999999996	32.02799293293548	1.4695311123940087
2.6333333333333333	32.02799293293548	5.824106355296138
